x,y,z
-4.920784873334214353e+02,-3.017424539253350702e+01,-2.169028686657934024e+00
-4.953514558755646249e+02,-3.037722291978002076e+01,-2.219282692069453944e+00
-4.963278888527064510e+02,-3.043933745608524077e+01,-2.269358768916357683e+00
-4.989174016936416365e+02,-3.063458542433030019e+01,-2.269561434932818145e+00
-5.014648160436355511e+02,-3.083094556726870650e+01,-2.269761867233635044e+00
-5.035615903950599659e+02,-3.096460119071968720e+01,-2.369927504560683573e+00
-5.068401484652713407e+02,-3.117145982391419778e+01,-2.370187810039954712e+00
-5.095254487216030839e+02,-3.135059794277352552e+01,-2.470402349404379194e+00
-5.121815435733551567e+02,-3.149864883943174831e+01,-2.470615500037608214e+00
-5.148380607010333279e+02,-3.165891169587617782e+01,-2.570829905242993263e+00
-5.176475046106111222e+02,-3.176420303802576228e+01,-2.671057497142498960e+00
-5.204560995492561233e+02,-3.190280322185852668e+01,-2.671286458431233690e+00
-5.216026444567971794e+02,-3.194325194881147922e+01,-2.721380238911492722e+00
-5.243424946036120673e+02,-3.196305188220359739e+01,-2.771604650900026279e+00
-5.266910009949406231e+02,-3.201840740293665988e+01,-2.821798147353005604e+00
-5.293737122025856934e+02,-3.196659436141422717e+01,-2.872019704303446552e+00
-5.303832185953926910e+02,-3.190601312510088050e+01,-2.872103161349099487e+00
-5.326715707895514242e+02,-3.171432706805231305e+01,-2.872292650280517279e+00
-5.336342525978254798e+02,-3.164764188435617598e+01,-2.872372731789802458e+00
-5.363517481403712281e+02,-3.144315625735868380e+01,-2.922599304645881801e+00
-5.371047933150168774e+02,-3.134706203539959546e+01,-2.922662043667475729e+00
-5.375567062716968394e+02,-3.128873923938971302e+01,-2.922699777281182243e+00
-5.397853312395211560e+02,-3.087221721379934536e+01,-2.922885724888283576e+00
-5.426248060412704035e+02,-3.030575968597491610e+01,-2.923123669483258524e+00
-5.434598966340518018e+02,-3.015358830776374433e+01,-2.923193919908966265e+00
-5.460098384993082163e+02,-2.963655875335233247e+01,-2.923408967194154329e+00
-5.471254351397831215e+02,-2.936112251483989866e+01,-2.923503177785494067e+00
-5.497599899349816042e+02,-2.865089156231717737e+01,-2.923726155205330635e+00
-5.533537630004284438e+02,-2.752977614624045799e+01,-2.924031597379967984e+00
-5.545148860717915795e+02,-2.713830806316725486e+01,-2.924130571527859601e+00
-5.571343887542932407e+02,-2.621489597725178555e+01,-2.924354643249279739e+00
-5.595013056344448614e+02,-2.532592117498776219e+01,-2.874557939121931138e+00
-5.619871979995141373e+02,-2.425928691473145449e+01,-2.874772025337526848e+00
-5.630245959516349785e+02,-2.379288042377955747e+01,-2.874861710920669111e+00
-5.660203778737102311e+02,-2.235314376611631104e+01,-2.775121207394071199e+00
-5.682957642424897813e+02,-2.114051705991321128e+01,-2.775319135545675220e+00
-5.707244943357325155e+02,-1.972469135901161863e+01,-2.775531138986740309e+00
-5.734238490496416034e+02,-1.807290403766348064e+01,-2.675768064063704710e+00
-5.743937902675384066e+02,-1.745272293651814266e+01,-2.675853449480078083e+00
-5.768422648981263592e+02,-1.585258221718047622e+01,-2.676069916524327130e+00
-5.790304201618569095e+02,-1.432851645384904771e+01,-2.676264294699645774e+00
-5.812872998021623516e+02,-1.258960005819542616e+01,-2.576465591946877520e+00
-5.834281845300549776e+02,-1.086401515118448735e+01,-2.576657630865212933e+00
-5.843877999277225399e+02,-1.005785636163618157e+01,-2.576744043705607723e+00
-5.864612403331746009e+02,-8.221244823560668991e+00,-2.476931418608155244e+00
-5.883009887789173717e+02,-6.492905621827326001e+00,-2.477098580886430312e+00
-5.902945171917514244e+02,-4.540826740562802222e+00,-2.377280835914354462e+00
-5.911793755391024661e+02,-3.616979801972856734e+00,-2.377362072337006360e+00
-5.939898736927164009e+02,-5.656293660372782028e-01,-2.277621820910081141e+00
-5.948751557076095651e+02,4.226161161247814491e-01,-2.277704205828811723e+00
-5.968286992448015553e+02,2.715004353476207388e+00,-2.227887017262307978e+00
-5.988354876094672363e+02,5.285530061602138119e+00,-2.178076378039940586e+00
-6.003693398319404650e+02,7.544577431337118334e+00,-2.078222657026867815e+00
-6.021037651413902267e+02,1.017226410680309456e+01,-2.078389559191892388e+00
-6.034005030091096842e+02,1.225475438033513953e+01,-1.978515595327903664e+00
-6.047831237324065796e+02,1.462260139888138255e+01,-1.978651390930745935e+00
-6.062039599585432370e+02,1.731410766528802370e+01,-1.878792848229569934e+00
-6.081169919911491206e+02,2.112429115795881529e+01,-1.878986228156150462e+00
-6.093552662677618628e+02,2.368976343790968997e+01,-1.779113277712181862e+00
-6.105647509281766361e+02,2.628576711270736510e+01,-1.729238942625505260e+00
-6.119679433019899761e+02,2.926151282927729014e+01,-1.679386224907333691e+00
-6.131065423363679656e+02,3.190803060140028791e+01,-1.629508164221784128e+00
-6.142881078588536639e+02,3.449515050303631369e+01,-1.529635221085436037e+00
-6.154632320656022557e+02,3.698123158131227939e+01,-1.479762298990235481e+00
-6.165979678613035730e+02,3.956390675286004921e+01,-1.429887292756880868e+00
-6.176334950777142012e+02,4.190619220175197057e+01,-1.330002373789158199e+00
-6.189593658141444621e+02,4.473148584316005127e+01,-1.330149965510567966e+00
-6.201134374875434787e+02,4.728307484538196093e+01,-1.230280303383088025e+00
-6.210531680914456274e+02,4.949766668475622566e+01,-1.230388483643663378e+00
-6.221977761903774535e+02,5.213474895424587174e+01,-1.180520957405922999e+00
-6.235279485496549796e+02,5.496615139777982506e+01,-1.080674500308218100e+00
-6.246626702599724013e+02,5.759823654403148652e+01,-1.080808679921590354e+00
-6.259116578352470697e+02,6.035357648906794736e+01,-9.809564648242208307e-01
-6.271709432052185775e+02,6.312279553551955047e+01,-9.811068398138118596e-01
-6.283297215187546954e+02,6.571879812752243311e+01,-9.812470327135970338e-01
-6.288313738611963117e+02,6.687189826786864444e+01,-9.313084123313455365e-01
-6.298174858336993793e+02,6.924527009079184836e+01,-8.814309733609917430e-01
-6.309852796959174839e+02,7.194952971023577959e+01,-8.315762444401713083e-01
-6.320164861895352715e+02,7.443560224201029030e+01,-7.817067840346041407e-01
-6.330549716385377224e+02,7.720258449637285025e+01,-7.318426121257530781e-01
-6.340277242234908499e+02,8.006338280419544162e+01,-6.819744893199626290e-01
-6.348978219768594045e+02,8.275707093602898112e+01,-6.320953799762918379e-01
-6.357206556334630250e+02,8.563839871843593698e+01,-5.322153553653805602e-01
-6.360427208346853831e+02,8.701465672777273141e+01,-5.322661102786057086e-01
-6.365949161411726891e+02,8.992149889422437070e+01,-4.823615486853540801e-01
-6.371989954175165849e+02,9.403358945628997390e+01,-3.824812414420600271e-01
-6.374861360036865108e+02,9.703922771277441939e+01,-3.325550293289545323e-01
-6.376075989610576471e+02,9.837327812219558609e+01,-2.825876219523522082e-01
-6.376520746502424117e+02,1.007937614052427193e+02,-2.826299715223861142e-01
-6.376162177972415748e+02,1.033669075431924540e+02,-1.826676838752399890e-01
-6.375576064913942673e+02,1.056635825835990801e+02,-1.826995529939084706e-01
-6.373958762080304723e+02,1.083483048017291708e+02,-8.272856397064032308e-02
-6.370988240096312438e+02,1.110568868007138406e+02,-3.274565912307281224e-02
-6.367042545158489020e+02,1.138293037561910097e+02,1.724468622481722946e-02
-6.361984119018753745e+02,1.167765857341625946e+02,6.724166161071210013e-02
-6.358898646832498116e+02,1.182310696020969516e+02,1.172455081371748670e-01
-6.347099403611181287e+02,1.222952711782459119e+02,2.172859928865058521e-01
