x,y,z
-6.173080502783598,-3.526277063032753,0.0999960342838977,
-4.320116183057746,-6.724838922551256,0.09999497294328252,
-2.144443711424561,-10.628656244293655,0.09999073509224976,
-0.6766449652914779,-13.190605398044758,0.09998624877745499,
0.9577130286002484,-16.183236161207184,-2.071475085951846e-05,
2.7794503150364935,-19.506905285469003,-3.0597998431858286e-05,
4.30971012368462,-22.290283911374214,-0.10004061724535518,
5.944069834690024,-25.220913829183395,-0.10005290647942111,
7.276541760197533,-27.626753397570024,-0.20006430778744289,
8.858852720294486,-30.378024427981945,-0.20007888802459917,
10.003946489024052,-32.34653937209137,-0.2000903122073332,
11.607078072237831,-35.15095284098666,-0.30010794662598705,
12.918731714538383,-37.45050575691789,-0.30012362706957596,
14.157515881695241,-39.69802187515133,-0.40013992344667315,
15.333840870903487,-41.8658236312707,-0.40015657864976184,
16.614265319648382,-44.040267412518745,-0.5001745056047131,
18.37354869034687,-47.143611386955634,-0.5002016343029698,
20.21611213048286,-50.39531257869279,-0.6002322049211273,
22.308515628549173,-53.90387312564732,-0.6002680205601898,
23.599352161055172,-56.143638898622314,-0.6002920910539551,
24.890188890454912,-58.54836921951548,-0.7003187361905283,
26.243486062120574,-60.95088591925978,-0.7003467882231398,
27.669653110921434,-63.246008690779234,-0.7003752807325192,
28.65860160796034,-65.02187803406554,-0.7003975991362736,
30.011900044689362,-67.53843101878293,-0.7004301149046412,
31.438068664085574,-70.09926981030101,-0.7004647657354859,
32.9475172762723,-72.86714449092662,-0.800503569536481,
36.40363673305339,-79.03618532423701,-0.8005962148423897,
37.673656943391094,-81.20066363074943,-0.8006309238581686,
38.797937340238654,-83.09167576278622,-0.8006621476385511,
34.85254691130426,-76.38788231274346,-0.8005551107510414,
40.09918799739562,-85.49197571575507,-0.9007020879690835,
41.140188734750396,-87.19145065247868,-0.9007318466990952,
42.17077958975499,-88.83999658251389,-0.9007614480983079,
44.06539959464793,-91.07422330727488,-0.9008059345079182,
45.897557002052345,-92.37179841824344,-1.0008376118338695,
47.68807447642469,-93.30844352152945,-1.0008644512530687,
50.25933985807944,-94.20744296570795,-1.0008974727282975,
52.54953355448619,-94.49640098056047,-1.100920219682326,
54.88136706343029,-94.49860782113336,-1.1009398819378546,
57.442218356516214,-94.04023857602735,-1.100955610806512,
59.51379887717288,-93.27297397271526,-1.2009632683164462,
61.56455831725356,-92.00195679531814,-1.2009641653953622,
63.39670717404038,-90.48293828252433,-1.2009602550886171,
64.64589649813787,-88.96059896723793,-1.3009512565838932,
65.71811646754085,-87.26111745767304,-1.3009386034319874,
66.50926723904814,-85.58045856565964,-1.3009239064047335,
67.17549745076121,-83.69165567640242,-1.3009056836580335,
67.42532861178303,-81.70653226496806,-1.3008824383506372,
67.55024123642835,-79.98491137626495,-1.3008618188002217,
67.44613553781763,-78.4714358642833,-1.300841814292692,
66.88398903619674,-76.30695716931248,-1.3008094926673373,
66.29061438596763,-74.54326737463317,-1.3007823289959788,
65.61395821959549,-72.27250254788758,-1.3007490580726824,
64.84361228244923,-69.64634355349747,-1.2007118062173419,
63.979574206563605,-66.55739444569224,-1.2006699220698174,
63.05307683125696,-63.49169569769423,-1.200629274602008,
62.261911462043,-60.78914300960806,-1.100595031074775,
61.34582471660424,-57.74115848479536,-1.1005576822034904,
60.27358731829842,-54.19495631367217,-1.100516176346897,
59.43037104151159,-51.186828853651505,-1.1004832801482678,
58.58715623672504,-48.25066694584857,-1.000452470217887,
57.87927222291198,-45.95222295904885,-1.0004289423786847,
57.19220797596035,-43.56409959751412,-1.0004058983356678,
56.48432323113911,-40.93240294646898,-1.0003820646228263,
55.78684964669258,-38.60295857735851,-1.0003613257176607,
55.537006611226985,-37.224555817761264,-1.0003509078984685,
55.30798008448701,-34.81428780594573,-1.0003352313348746,
55.41207273683597,-32.78709310024092,-1.0003253351514871,
55.57862694777923,-31.363295742106512,-1.0003195841662862,
55.797231797020814,-30.24396486602756,-1.0003160575166046,
56.182394127564855,-28.975167521680913,-1.1003135133445028,
56.76534544334093,-27.560225981000777,-1.100312366491428,
57.44198655781782,-26.30360675903839,-1.100313086875543,
58.21231721707231,-25.13113069482026,-1.1003153150430673,
59.190846102738504,-23.899974833320734,-1.1003195582290104,
60.637820990141236,-22.517137474720364,-1.1003280866551117,
62.42832298262064,-21.081155444491845,-1.1003404188396688,
64.35415484712543,-19.94742505679017,-1.1003558831888052,
66.11342901226554,-19.15580491116741,-1.1003714288504023,
68.08090254743213,-18.625471487649044,-1.1003905385627606,
70.28780496197199,-18.27670967388209,-1.100413452496726,
72.4738886520246,-18.209164137297783,-1.1004377144616484,
74.69120347210993,-18.451620591708586,-1.100463983962154,
76.50253209868154,-18.86347278568039,-1.100486654124592,
77.9703352214089,-19.42479213768632,-1.0005061158356252,
79.96904542243027,-20.406826112667993,-1.0005339361934533,
81.90529820966809,-21.779684631782228,-1.0005630605731897,
83.7478636839596,-23.495760355160904,-1.0005931025381836,
85.36141265101578,-25.514089397007368,-1.0006222807799308,
86.2462636843439,-26.90023853957717,-1.0006399061157154,
86.98537699064494,-28.507818686418027,-1.0006569602301525,
87.62039191995935,-30.26707909547941,-1.0006737979116203,
87.96392953485605,-32.15255627634838,-1.0006878003981754,
88.25541969343689,-34.444358313353185,-1.000703855623522,
88.598961941218,-37.44141496589643,-1.1007255983162896,
88.97373427906571,-40.20597017363798,-1.100747731990353,
89.28604451943377,-42.74798758189355,-1.2007687164436067,
89.59835341232638,-44.75857292334334,-1.2007869616929607,
89.99394547999688,-47.698057106369745,-1.3008139488251604,
90.28543730247992,-50.46261181805173,-1.4008394586045032,
90.66020939542216,-53.34341687500141,-1.5008683423751954,
91.10785579688935,-56.80215532803428,-1.500904745484874,
91.44098748319212,-59.52242348350977,-1.6009344541618198,
91.78452882045876,-62.16961949381855,-1.7009647777354537,
92.12807084753356,-64.66181524344645,-1.7009946420472275,
92.39874246052153,-67.00011734663876,-1.7010228218629635,
92.73187498991423,-69.54102778586832,-1.7010550005948026,
93.0754180981913,-72.1760460161065,-1.7010894361932358,
93.4293721255541,-74.96385105485821,-1.701126942016117,
93.7208629401152,-77.11172297089138,-1.7011569616412316,
94.03317598670539,-79.65927638074399,-1.7011930364942067,
94.32466611055712,-81.91896926605763,-1.8012261176944655,
94.73067142479921,-84.89498963057144,-1.8012712619486173,
95.04298603948047,-87.66729467021776,-1.8013136146893451,
95.344887454963,-89.85280958019393,-1.8013486973394528,
95.65719984070701,-92.19996850527288,-1.8013870531474012,
95.86540892587028,-93.90165882341438,-1.801415139050043,
95.9799257086113,-95.14609619710139,-1.8014354040893146,
95.92788060435142,-95.97756709821223,-1.8014471474017526,
95.77173583779202,-96.81789580305377,-1.8014575713095873,
95.59477099313906,-97.63718874971198,-1.8014674738110585,
